text,answer,link
"Это будет обязательно? Что делать, если я не хочу пользоваться цифровыми рублями?
","Граждане, как и сейчас, смогут самостоятельно выбирать, какую форму рубля использовать — наличную, безналичную или цифровую. Выбор полностью за человеком.При этом, если кто-то переведет вам цифровые рубли, вы в любой момент сможете мгновенно перевести их себе на счет в банке, а затем при желании снять наличные в банкомате или кассе банка.",https://www.cbr.ru/fintech/faq_fintech/
"Чем цифровой рубль отличается от криптовалюты?
","Это принципиально разные вещи. У криптовалюты нет единого эмитента и не существует единого центра, который нес бы обязательства по ней.Цифровой рубль — это национальное денежное средство, форма национальной валюты. Выпускать цифровые рубли будет Банк России.",https://www.cbr.ru/fintech/faq_fintech/
"Когда начнется широкое внедрение цифровых рублей?
","Мы продвигаемся поэтапно. Это масштабный проект, и спешить с широким внедрением мы не планируем. Сначала нам нужно провести пилот на реальных цифровых рублях с реальными клиентами, отработать с банками базовые операции (открытие и закрытие цифровых кошельков, перевод цифровых рублей между гражданами, оплата покупок и услуг по QR-коду). В дальнейшем круг операций будет расширен. Важно, чтобы цифровыми рублями было комфортно пользоваться, клиентский путь был удобен и понятен. Решение о масштабировании цифрового рубля будет приниматься по результатам прохождения всех этапов пилота и с учетом обратной связи от его участников.",https://www.cbr.ru/fintech/faq_fintech/
"Сколько будет цифровых кошельков у человека?
",Один цифровой кошелек.,https://www.cbr.ru/fintech/faq_fintech/
"Как можно будет открыть цифровой кошелек?
","Открыть цифровой кошелек и в дальнейшем пользоваться им можно будет через любое мобильное приложение банка, клиентом которого вы являетесь. Сам кошелек будет находиться на платформе Банка России и не будет привязан к какому-то конкретному банку.",https://www.cbr.ru/fintech/faq_fintech/
"Как можно будет положить деньги на цифровой кошелек и снять их?
","Если у вас есть безналичные рубли на счете в банке, их можно будет обменять на цифровые рубли в соотношении один к одному. Через привычное мобильное приложение банка, в котором вы обслуживаетесь, можно зайти в цифровой кошелек и провести нужную операцию через функцию «Пополнить». Без комиссии.Если у вас наличные, то вам сначала нужно будет положить их на ваш счет в банке (через банкомат или кассу банка), а потом обменять на цифровые, пополнив цифровой кошелек с банковского счета через привычное мобильное приложение.Если вам нужно снять деньги с цифрового кошелька, сначала их следует перевести на ваш счет в банке. Это также можно сделать через привычное мобильное приложение, а затем снять наличные в банкомате или кассе банка.",https://www.cbr.ru/fintech/faq_fintech/
"Что нужно будет сделать, чтобы перевести кому-то цифровые рубли?
","Войти в свой цифровой кошелек через привычное мобильное приложение своего банка, выбрать опцию перевода, нужного человека из списка контактов или ввести номер мобильного телефона, затем ввести сумму и подтвердить перевод. Деньги мгновенно окажутся в цифровом кошельке получателя.",https://www.cbr.ru/fintech/faq_fintech/
"Что нужно будет сделать, чтобы оплатить покупку цифровыми рублями?
","Считать QR-код, выбрать в качестве средства платежа цифровой рубль и подтвердить платеж.В перспективе цифровыми рублями также можно будет расплачиваться с помощью бесконтактной технологии NFC.",https://www.cbr.ru/fintech/faq_fintech/
"Будет ли начисляться кешбэк?
","Нет, кешбэк на операции с цифровыми рублями начисляться не будет.",https://www.cbr.ru/fintech/faq_fintech/
"Будут ли начисляться проценты?
","Цифровой рубль создается как средство для проведения платежей и переводов, а не как средство сбережения или кредитования. В связи с этим проценты начисляться не будут.",https://www.cbr.ru/fintech/faq_fintech/
"Можно ли будет получить кредит в цифровых рублях?
","Нет. Цифровой рубль создается как средство для проведения платежей и переводов, а не как средство сбережения или кредитования. Кредит по-прежнему можно будет получить в банке наличными или безналично.",https://www.cbr.ru/fintech/faq_fintech/
"Нужна ли будет дополнительная техника или новое приложение на телефон, чтобы пользоваться цифровыми рублями?
",Нет. Операции с цифровыми рублями можно будет совершать через привычные мобильные приложения своих банков.,https://www.cbr.ru/fintech/faq_fintech/
"Можно ли обменять цифровой рубль на наличные и наоборот?
","Это можно будет сделать через безналичные средства. То есть цифровые рубли нужно будет перевести из цифрового кошелька на счет в банке или карту, а потом снять наличные в кассе или банкомате.Точно так же будет работать и обратный обмен. Сначала нужно положить наличные на свой счет в банке, а потом эти безналичные деньги перевести на свой цифровой кошелек.",https://www.cbr.ru/fintech/faq_fintech/
"Со временем отменят наличные и заставят пользоваться только цифровыми рублями.
","Нет, это не так. В обороте будут находиться и наличные, и безналичные, и цифровые рубли. Цифровой рубль выпускается в дополнение к уже существующим формам. Выбор — какой именно формой пользоваться — останется за гражданами.",https://www.cbr.ru/fintech/faq_fintech/
"Начнется тотальная слежка за гражданами и их финансами.
","Объем информации о гражданах при операциях с цифровыми рублями не будет превышать объем информации, который уже установлен по операциям с безналичными рублями. Информация об остатках на цифровых кошельках и информация о цифровых рублях защищена банковской тайной точно так же, как и информация по счетам в банках.",https://www.cbr.ru/fintech/faq_fintech/
"Все зарплаты бюджетников и выплаты для пенсионеров переведут на цифровые рубли, как когда-то заставили всех перейти на «Мир».
","Таких планов нет. И сегодня у человека есть выбор, каким образом получать пенсию или зарплату — наличными в кассе, на почте или безналичными на карту «Мир». Этот выбор сохранится.",https://www.cbr.ru/fintech/faq_fintech/
"Если выключится электричество, цифровые рубли пропадут.
","Сегодня, если выключается электричество, ваши безналичные рубли по-прежнему остаются на счетах в банках. Точно так же будет и с цифровыми рублями. Информация будет храниться на платформе Банка России. Кроме этого, предусмотрено резервирование информации об операциях на платформе цифрового рубля.",https://www.cbr.ru/fintech/faq_fintech/
"У цифровых рублей есть срок годности. Если не успеть использовать, они сгорят.
","Никакого срока годности у цифровых рублей нет, и сгореть они не могут, точно так же, как и безналичные рубли на счетах в банках. Это не бонусные баллы, а одна из форм национальной валюты.",https://www.cbr.ru/fintech/faq_fintech/
"Цифровые рубли — это криптовалюта, которую невозможно обналичить.
","Это принципиально разные вещи. У криптовалюты нет эмитента и не существует единого центра, который нес бы обязательства по ним.Цифровой рубль — это национальное платежное средство, форма национальной валюты. Выпускать его будет Банк России.Обменять цифровые рубли на наличные можно будет через безналичную форму в соотношении один к одному. То есть сначала цифровые рубли нужно будет перевести на счет в банке или карту (то есть в безналичную форму), а потом уже привычным образом снять в банкомате или кассе банка. Точно так же происходит и обратная операция.",https://www.cbr.ru/fintech/faq_fintech/
"Цифровые рубли можно потратить только на ограниченный список товаров.
","Тратить свои цифровые рубли вы сможете так, как посчитаете нужным.",https://www.cbr.ru/fintech/faq_fintech/
"У цифровых рублей будет свой курс.
","Это очередной миф. В России одна денежная единица — рубль. Его курс по отношению к иностранной валюте формируется вне зависимости от его формы: наличной, безналичной или цифровой.",https://www.cbr.ru/fintech/faq_fintech/
"Включены ли в периметр платформы ""Знай своего клиента""/ЗСК  самозанятые?
","Нет, не включены. Эти лица занимаются частной практикой и не зарегистрированы в качестве ИП, поэтому в рамках платформы ЗСК им не присваивается уровень риска.",https://www.cbr.ru/faq/client/
"Что такое платформа «Знай своего клиента» (ЗСК)?
","Это сервис, с помощью которого Банк России будет информировать кредитные организации о том, насколько рискованную деятельность ведет тот или иной клиент с точки зрения антиотмывочного законодательства. Регулятор поделит всех клиентов на три группы в зависимости от уровня риска: низкую, среднюю и высокую (зеленую, желтую и красную). В зависимости от такой оценки банки будут определять режим работы с клиентом.",https://www.cbr.ru/faq/client/
"Всех ли банковских клиентов будет оценивать платформа? Будет ли это касаться физических лиц? 
","Нет, физических лиц это не касается. Платформа оценивает только юридических лиц и индивидуальных предпринимателей. ",https://www.cbr.ru/faq/client/
"Зачем нужна платформа ЗСК?
","Банки по антиотмывочному законодательству обязаны сами проводить такую оценку клиентов. Это делается для того, чтобы вовремя выявлять и противостоять операциям по отмыванию незаконных денег и их выводу за рубеж. Но у Банка России значительно больше информации, чем у каждого банка в отдельности, и оценка регулятора точнее. Пользуясь ей, банки  смогут сосредоточить свое внимание на действительно рискованных клиентах. При этом для добросовестных клиентов, наоборот, взаимодействие с банками будет облегчено: им не смогут отказать в проведении операции, открытии счета.",https://www.cbr.ru/faq/client/
"А если клиент не согласен с тем, что его считают высоко рискованным? Это приговор?
","Нет, это не приговор. У клиента в любом случае есть возможность оспорить оценку. Он может обратиться в межведомственную комиссию при Банке России. Но если и ее решение клиента не удовлетворит, в течение полугода он может обратиться в суд. ",https://www.cbr.ru/faq/client/
"Что будет с высоко рискованными клиентами? Их счета автоматически блокируются?
","Автоматически ничего не происходит. Банк в любом случае не только использует информацию регулятора об уровне риска клиента, но и сам проводит оценку. И только если это действительно высокорискованный клиент, операции по его счету прекращаются.",https://www.cbr.ru/faq/client/
"Куда можно обратиться с вопросами по операциям с картой «Мир»?
","В случае возникновения вопросов по операциям с картой нужно прежде всего позвонить в банк, выпустивший карту. Контактные телефоны всегда указаны на ее оборотной стороне.Информацию о банках, которые выпускают карты «Мир» для своих клиентов, можно получить на сайте платежной системы «Мир».Кроме того, свои вопросы также можно направлять через Интернет-приемную официального сайта Банка России. Телефоны контактного центра Банка России: 8 800 300-30-00 (для бесплатных звонков из регионов России) и +7 499 300-30-00 (звонок по тарифам Вашего оператора связи).",https://www.cbr.ru/PSystem/faq/
"В банкоматах каких банков принимают карту «Мир»? В каких магазинах ею можно расплачиваться? Все ли торговые точки обязаны принимать карту «Мир»?
","На территории России карта «Мир» принимается во всех банкоматах, в которых имеется возможность приема платежных карт. Также картой «Мир» можно расплатиться в торгово-сервисном предприятии, принимающем к оплате платежные карты (в том числе и на интернет-сайтах, о чем свидетельствует размещенный на них логотип платежной системы «Мир»).С 1 октября 2017 г. карты «Мир» обязаны принимать все торгово-сервисные предприятия с выручкой за предыдущий год 40 млн руб. и более.",https://www.cbr.ru/PSystem/faq/
"Все ли пенсионеры должны получать пенсию на карту «Мир»? 
","В соответствии с законодательством Российской Федерации гражданам, которые стали получателями бюджетных выплат или пенсионерами после 1 июля 2017 г., при обращении в кредитную организацию для открытия карты начали выдавать карты «Мир». Получатели бюджетных выплат с 1 июля 2018 г. также получили свои карты «Мир», а действующие пенсионеры могут использовать карты иных платежных систем до истечения срока действия данных карт, но с 1 июля 2020 г. кредитные организации обязаны выдать данным клиентам карты «Мир».В конце 2018 г. был расширен список выплат, обязательных к зачислению на счета получателей, которым предоставлены карты «Мир». При этом держатели карт других платежных систем могут продолжать получать данные выплаты до 1 июля 2020 года. Затем кредитные организации обязаны выдать данным клиентам карты «Мир».Таким образом, переход на карты «Мир» является поэтапным и максимально комфортным для получателей бюджетных выплат и пенсионеров.",https://www.cbr.ru/PSystem/faq/
"Какие операции можно проводить по карте «Мир»?
","Держателям платежной карты «Мир» доступен широкий платежный функционал — от снятия и внесения наличных в банкоматах или офисах кредитных организаций или оплаты покупок в магазинах (в том числе в сети Интернет), до предоставления нефинансовых сервисов (например, оплата проезда на общественном транспорте по картам «Мир», в том числе для льготных категорий граждан). При этом функционал карт «Мир» постоянно расширяется.Кроме того, платежная система «Мир» предоставляет бесконтактное приложение для совершения операций по картам, а также платежное приложение Mir Pay.",https://www.cbr.ru/PSystem/faq/
"Операции по карте «Мир» защищены?
","Платежное приложение для карты «Мир» — это продукт российской разработки.Целью организации платежной системы «Мир» является обеспечение бесперебойности, эффективности и доступности оказания услуг по переводу денежных средств. При этом информационная безопасность карт «Мир» не уступает международным платежным системам по применяемым технологиям.",https://www.cbr.ru/PSystem/faq/
"Звонят ли работники Банка России через мессенджеры?
","Сотрудники Банка России, а также государственных и правоохранительных органов никогда не звонят через мессенджеры. Так поступают мошенники, которые представляются в том числе сотрудниками Банка России. Иногда злоумышленники направляют в мессенджер или на электронную почту поддельное удостоверение с логотипом и печатью Банка России. Такие документы иногда содержат имена реальных сотрудников, сведения о которых мошенники могут получить на сайте регулятора или каким-либо другим способом. Высылая фальшивое удостоверение, они рассчитывают добиться доверия, чтобы потом обманом выманить у человека деньги или оформить на него кредит. Если вам позвонили якобы «работники» Банка России или правоохранительных органов и разговор касается ваших финансов, положите трубку. Никому и никогда не переводите деньги и не сообщайте свои личные и финансовые данные по просьбе незнакомого абонента, кем бы он ни представлялся.О схемах мошенников можно почитать на сайте «Финансовая культура», а также на официальном сайте Банка России в подразделе «Противодействие мошенническим практикам».",https://www.cbr.ru/faq/information_security/
"Звонят из банка и сообщают, что кто-то пытается оформить кредит на мое имя. Что делать?
","Это мошенники, поэтому немедленно прервите разговор, несмотря на угрозы и давление. Чтобы войти в доверие, злоумышленники могут даже обращаться по имени и отчеству. Не поддавайтесь на такие уловки. Не совершайте каких-либо действий по счету, если вам звонят с просьбой или требованием о переводе денег или с предложением об оформлении кредита. Самостоятельно позвоните в банк по номеру телефона, указанному на его официальном сайте или на обратной стороне карты. Также сообщите своим родственникам или людям, которым вы доверяете, о попытке мошенников обмануть вас.",https://www.cbr.ru/faq/information_security/
"Мне позвонили из полиции и сообщили, что мои персональные данные были скомпрометированы, а деньги могут быть похищены, и предлагают перевести их на специальный счет в Центробанке. Что делать?
","Это наиболее распространенная мошенническая схема. Не существует «специальных», «безопасных», «защищенных» или каких-то других счетов, на которые граждане должны переводить деньги в адрес Центрального банка. Злоумышленники упоминают якобы специальный счет в Центробанке, чтобы усыпить бдительность человека. На самом деле счет, реквизиты которого называют мошенники, принадлежит им.  Не совершайте никаких действий по своему счету, положите трубку.Если у вас остались какие-то сомнения, самостоятельно позвоните в банк по номеру телефона, который указан на оборотной стороне карты или на официальном сайте банка.",https://www.cbr.ru/faq/information_security/
"Как узнать, почему мои данные оказались в базе данных Банка России «О случаях и попытках осуществления перевода денежных средств без согласия клиента»?
","Банк России ведёт базу данных «О случаях и попытках осуществления перевода денежных средств без согласия клиента». Она формируется на основе сведений, полученных от банков и других операторов платежных систем. Они по закону ( п. 4 ст. 27 Федерального закона от 27.06.2011 № 161-ФЗ «О национальной платежной системе») обязаны противодействовать переводам, которые происходят без согласия клиента, как правило, под воздействием злоумышленников. Поэтому информацию обо всех случаях и (или) попытках перевода денежных средств, по которым клиенты заявили свое несогласие с их совершением, банки и другие операторы платежных систем передают в Банк России. Таким образом данные о получателе денег по операциям без согласия клиента попадают в базу данных регулятора.Для проверки обоснованности включения ваших данных в нее вы можете:Рассмотрев обращение, Банк России в течение нескольких дней примет решение о целесообразности исключения ваших данных из базы «О случаях и попытках осуществления перевода денежных средств без согласия клиента».",https://www.cbr.ru/faq/information_security/
"Как защититься от кибермошенников?
","Кибермошенники обманывают людей в Интернете или по телефону. У них множество легенд и способов обмануть человека, которые всегда сводятся к одному: у человека пытаются выманить данные карты, пароли или коды из СМС, либо провоцируют самостоятельно перевести деньги. Поэтому важно помнить: никогда не сообщайте данные своей карты, пароли из СМС, не переводите деньги на счет по просьбе неизвестного абонента, кем бы он не представлялся. Также никогда не вводите эти данные на сайтах, на которые вы перешли по ссылке из письма или СМС, а еще лучше вообще не переходите на сайты по ссылкам из подозрительных писем.Подробнее о разных видах мошенничества читайте на сайте fincult.info",https://www.cbr.ru/faq/information_security/
"Что делать, если кто-то по ошибке зачислил на мой счет деньги?
","Если вам приходит СМС о зачислении средств (и сообщение похоже на привычное уведомление банка), а затем вам звонит человек, который по ошибке зачислил денеги, и просит вернуть, не спешите ничего возвращать. Такая ситуация больше похожа на мошенническую схему: скорее всего, деньги не приходили, СМС — не от вашего банка, а звонил вам злоумышленник. Проверьте состояние вашего счета, прежде чем переводить кому-то деньги, если поступление все-таки было, обратитесь в свой банк и сообщите об этом. Банк должен сам вернуть ошибочно зачисленные деньги.",https://www.cbr.ru/faq/information_security/
"Что делать, если приходит сообщение о необходимости подтвердить покупку, которую я не совершал?
","Если вам приходит уведомление «Подтвердите покупку» и код, а следом раздается звонок от «рассеянного» человека, который говорит, что по ошибке указал ваш телефонный номер, и просит продиктовать ему код, ни в коем случае не делайте этого. Мошенники пытаются выманить у вас данные, чтобы списать с вашего счета средства или подписать вас на ненужный платный сервис. Если вам придет сообщение о необходимости подтвердить покупку — игнорируйте его.",https://www.cbr.ru/faq/information_security/
"Что делать, если мне звонят из МВД, ФСБ или других правоохранительных органов и просят данные карты или перевести деньги?
","Если вам звонят из банка, полиции или другой организации и просят совершить финансовые операции по счету (перевод, зачисление, в т.ч. на «безопасный» счет и т.д.), немедленно прекратите разговор. Если есть сомнения — позвоните в свой банк и узнайте, все ли в порядке с деньгами.Зачастую при звонке злоумышленники представляются не только «службой безопасности банка», но и «сотрудниками МВД» или других правоохранительных органов, используют разнообразные приемы, сообщают, например, о якобы проводимых в данный момент мероприятиях по поимке преступников. Будьте бдительны и не выполняйте требования позвонившего. Настоящие сотрудники правоохранительных органов или банка никогда не будут запрашивать у вас данные карты или просить перевести деньги.Дополнительная информация — в материале «Финансовой культуры».",https://www.cbr.ru/faq/information_security/
"Мне на электронную почту пришло письмо от Банка России, в котором говорится, что на мое имя открыт крупный денежный счет в иностранном банке, и что я должен оплатить теперь комиссию за её получение. Что это?
","Банк России по своей инициативе не направляет гражданам письма, не звонит и не рассылает сообщения. При получении электронных писем о поступлении на ваше имя крупной денежной суммы в иностранном банке или организации, происхождение которой вам неизвестно и/или вызывает сомнения, а также с предложением оплатить комиссию/налог/страховку и т.д. для её получения, настоятельно рекомендуем не отвечать на такие сообщения и ни в коем случае не переводить деньги, т.к. это распространенный вид мошенничества.Также мошенники могут от имени Банка России звонить, рассылать смс/сообщения в мессенджерах с предложением получить компенсацию за купленные ранее лекарственные средства (медицинские приборы, БАДы).Чтобы не стать жертвами злоумышленников, будьте бдительны, всегда проверяйте информацию на достоверность и не поддавайтесь на провокации.Во всех случаях, вызывающих подозрение, немедленно обращайтесь в правоохранительные органы!",https://www.cbr.ru/faq/information_security/
"На чем играют мошенники, чтобы выманить у вас нужную им информацию?
","Есть основные признаки того, что с вами разговаривает мошенник: собеседник активно использует ваше чувство страха (ваша карта заблокирована, вы можете потерять деньги, данные украдены и т.д.), собеседник давит на жажду наживы (пройдите опрос и получите вознаграждение, получите компенсацию, выплату, очень выгодные условия по кредиту или вкладу и т.д.). При этом от вас требуют срочно принять решение и совершить некоторые действия: сообщить персональные данные, проделать какие-то манипуляции с банковской картой. В противном случае вам угрожают потерей денег или возможности получить их.Имейте в виду: даже если банк действительно зафиксировал попытку несанкционированной операции с вашего счета, он имеет право приостановить эту операцию на срок до двух суток, поэтому настоящий представитель кредитной организации не будет торопить вас принимать решение. Также вас всегда должны настораживать предложения получить легкие деньги, очень выгодные условия по кредитам или депозитам.О распространенных схемах мошенничества, а также рекомендациях по защите от них читайте в разделе Банка России «Противодействие мошенническим практикам».",https://www.cbr.ru/faq/information_security/
"Как узнать фишинговый сайт и как не стать жертвой фишинга?
","В Интернете множество фишинговых сайтов — это подделки под сайты настоящих финансовых (банков, страховых компаний и др.) или любых других организаций, которые сильно похожи на официальный сайт компании. Цель фишинговых сайтов — выманить личные и финансовые данные, которые нужны мошенникам для кражи денег.Как правило, жертвы попадают на фишинговые сайты через ссылки, которые приходят им в письмах или СМС. Чтобы не стать жертвой фишинга, не переходите по ссылкам из подозрительных сообщений. Пользуйтесь только проверенными ресурсами. Обращайте внимание, чтобы в строке браузера рядом с названием сайта был значок замочка. Настоящие сайты финансовых организаций в некоторых поисковых системах (Яндекс и Mail.ru) помечены цветным кружком с галочкой, при наведении курсора появляется надпись о внесении в реестр ЦБ РФ.Больше о том, как определить фишинговый сайт — в материале «Финансовой культуры».",https://www.cbr.ru/faq/information_security/
"Что делать, если банк заблокировал карту?
","Во-первых, не волнуйтесь, деньги, размещенные на счете, при блокировке остаются в полной сохранности, после решения проблемы вы получите к ним доступ.Если вы получили смс-сообщение или телефонный звонок о блокировке карты, и вас просят сообщить свои личные или финансовые данные для разблокировки, проигнорируйте эту просьбу и позвоните в банк сами по номеру телефона, который указан на оборотной стороне карты.Для безопасности карта блокируется, если трижды за сутки неправильно введен пин-код. Как правило, в таком случае для разблокировки нужно обратиться в свой банк, либо карта будет разблокирована автоматически на следующий день или через 24 часа после блокировки. Пин-код, при необходимости, можно сменить в интернет-банке, мобильном приложении или в контакт-центре банка. Если такой возможности нет, а пин-код вспомнить вы не можете, карту придется перевыпустить.Банки обязаны отслеживать подозрительные операции по картам своих клиентов. Поэтому карта может быть заблокирована в случае, если банк заподозрит проведение мошеннических или подозрительных операций по вашему счету, либо операций, имеющих признаки отмывания доходов. По каким бы причинам банк не приостановил работу вашей карты, в день блокировки он обязан уведомить вас о причине такого решения.Если конкретная операция (перевод) по карте выглядят подозрительно, банк может заблокировать только ее. После этого сотрудник банка должен связаться с вами и уточнить, действительно ли вы совершали такую операцию. В случае подтверждения с вашей стороны, она будет разблокирована. Если представитель банка не сможет дозвониться до вас в течение двух рабочих дней, операция будет автоматически разблокирована.Подробнее читайте в материале «Финансовой культуры»",https://www.cbr.ru/faq/information_security/
